NOMBRE DEL INVESTIGADOR,NOMBRE_INVENTOR,Ratio
"TORRES,ADRIAN","ALCANTAR TORRES,ADRIAN",100.0
"TORRES,ADRIAN","ORTEGA TORRES,ADRIAN ESTEBAN",100.0
"ZAPATA PENASCO,NORMA ICOQUIH","ZAPATA PENASCO,NORMA ICOQUIH",100.0
"GARIBAY FEBLES,VICENTE","GARIBAY FEBLES,VICENTE",100.0
"PACHECO Y ALCALA,UBALDO SADOTT","PACHECO Y ALCALA,UBALDO SADOTT",100.0
"FIGUEROA,JOSE CARLOS RODRIGUEZ","RODRIGUEZ FIGUEROA,JOSE CARLOS",100.0
"CORDOVA,AARON FERNANDO GONZALEZ","GONZALEZ CORDOVA,AARON FERNANDO",100.0
"CASTANO MENESES,VICTOR MANUEL","CASTANO MENESES,VICTOR MANUEL",100.0
"REYES,DAVID","CANTO REYES,DAVID ANDRES",100.0
"REYES,DAVID","DE JESUS REYES,DAVID",100.0
"LIKHANOVA,NATALYA VICTOROVNA","LIKHANOVA,NATALYA VICTOROVNA",100.0
"MOCTEZUMA BERTHIER,ANDRES EDUARDO","MOCTEZUMA BERTHIER,ANDRES EDUARDO",100.0
"OLIVARES XOMETL,CRESCENCIO OCTAVIO","OLIVARES XOMETL,CRESCENCIO OCTAVIO",100.0
"RAMIREZ,CRISTIAN R","GUTIERREZ RAMIREZ,CRISTIAN ALEJANDRO",94.11764705882354
"RAMIREZ,CRISTIAN R","REYNA RAMIREZ,CRISTIAN ALEJANDRO",94.11764705882354
"SIERRA,JOSE","PANIAGUA SIERRA,JOSE RAMON",100.0
"SIERRA,JOSE","QUINTANAR SIERRA,JOSE JESUS CARLOS",100.0
"SIERRA,JOSE","RIZZO SIERRA,JOSE AMILCAR",100.0
"SIERRA,JOSE","TERRON SIERRA,JOSE ANTONIO",100.0
"SIERRA,JOSE","VILLANUEVA SIERRA,JOSE JUAN",100.0
"HERNANDEZ,HECTOR","BERNARDINO HERNANDEZ,HECTOR ULISES",100.0
"HERNANDEZ,HECTOR","CONTRERAS HERNANDEZ,HECTOR ARMANDO",100.0
"HERNANDEZ,HECTOR","CUELLAR HERNANDEZ,HECTOR",100.0
"HERNANDEZ,HECTOR","GONZALEZ HERNANDEZ,HECTOR",100.0
"HERNANDEZ,HECTOR","HERNANDEZ HERNANDEZ,HECTOR ALFREDO",100.0
"VELAZQUEZ LOPEZ,MIGUEL ANGEL","LOPEZ,MIGUEL ANGEL",100.0
"VELAZQUEZ LOPEZ,MIGUEL ANGEL","VELAZQUEZ FLORES,MIGUEL ANGEL",91.2280701754386
"VELAZQUEZ LOPEZ,MIGUEL ANGEL","REA LOPEZ,MIGUEL ANGEL",90.0
"HERNANDEZ,ROBERTO","ASCENCIO HERNANDEZ,ROBERTO",100.0
"HERNANDEZ,ROBERTO","BERRONES HERNANDEZ,ROBERTO",100.0
"HERNANDEZ,ROBERTO","CARRASCO HERNANDEZ,ROBERTO",100.0
"HERNANDEZ,ROBERTO","CUEVAS HERNANDEZ,ROBERTO ISAAC",100.0
"HERNANDEZ,ROBERTO","HERNANDEZ HERNANDEZ,ROBERTO",100.0
"HERNANDEZ,CECILIA","COLON HERNANDEZ,CECILIA",100.0
"HERNANDEZ,CECILIA","RAMIREZ HERNANDEZ,CECILIA",100.0
"RODRIGUEZ SALINAS,JUAN JOSE","RODRIGUEZ SALINAS,JUAN JOSE",100.0
"CARDENAS,EDUARDO","CARDENAS CARDENAS,EDUARDO",100.0
"RAMIREZ LOPEZ,JESUS RICARDO","AKE LOPEZ,JESUS RICARDO",90.47619047619048
"ORTEGA GARCIA,FELIPE DE JESUS","ORTEGA GARCIA,FELIPE DE JESUS",100.0
"SCHACHT HERNANDEZ,PERSI","SCHACHT HERNANDEZ,PERSI",100.0
"MAR JUAREZ,ELIZABETH","MAR JUAREZ,ELIZABETH",100.0
"VELEZ ARGUMEDO,CATALINA MARIA","VELEZ ARGUMEDO,CATALINA MARIA",100.0
"REALPE QUINTERO,MAURICIO","REALPE QUINTERO,MAURICIO ALBERTO",100.0
"SOLIS,JORGE FERNANDO PANIAGUA","PANIAGUA SOLIS,JORGE FERNANDO",100.0
"GONZALEZ,MARIA","ARCE GONZALEZ,MARIA DEL ROCIO",100.0
"GONZALEZ,MARIA","ARIAS GONZALEZ,MARIA DEL CONSUELO",100.0
"GONZALEZ,MARIA","AYLLON GONZALEZ,MARIA ESTELA",100.0
"GONZALEZ,MARIA","BARRON GONZALEZ,MARIA PORFIRIA",100.0
"GONZALEZ,MARIA","CASTANEDA GONZALEZ,MARIA DEL ROCIO",100.0
"VILLEGAS,TANYA AMANDA CAMACHO","CAMACHO VILLEGAS,TANYA AMANDA",100.0
"NAVARRO,ALEXEI FEDOROVISH LICEA","LICEA NAVARRO,ALEXEI FEDOROVISH",100.0
"ARMENDARIZ BORUNDA,JUAN SOCORRO","ARMENDARIZ BORUNDA,JUAN SOCORRO",100.0
"VEGA,JUAN MANUEL A","PACHECO VEGA,JUAN MANUEL",94.11764705882354
"RUELAS LEPE,RUBEN","RUELAS LEPE,RUBEN",100.0
"GEVORGYAN,GOHAR","GEVORGYAN,GOHAR",100.0
"MANUCHARYAN,KAREN","MANUCHARYAN,KAREN",100.0
"CERON CAMACHO,RICARDO","CERON CAMACHO,RICARDO",100.0
"CLAVEL LOPEZ,JUAN DE LA CRUZ","LOPEZ,JUAN",100.0
"RAMIREZ DE SANTIAGO,MARIO","RAMIREZ DE SANTIAGO,MARIO",100.0
"VALLEJO CARDONA,ALBA ADRIANA","VALLEJO CARDONA,ALBA ADRIANA",100.0
"ALMEIDA LOYA,SERGIO FABIAN","ALMEIDA LOYA,SERGIO FABIAN",100.0
"MEDINA CRUZ,MARTIN","MEDINA CRUZ,MARIO",91.42857142857143
"MEDINA,JOSE","CARDENAS MEDINA,JOSE VALENTIN",100.0
"MEDINA,JOSE","LEON MEDINA,JOSE LUIS",100.0
"MEDINA,JOSE","MUNOZ MEDINA,JOSE ESTEBAN",100.0
"MEDINA,JOSE","NUNEZ MEDINA,JOSE MANUEL",100.0
"MEDINA,JOSE","PADILLA MEDINA,JOSE ALFREDO",100.0
"GUTIERREZ,DAVID GOMEZ","GOMEZ GUTIERREZ,DAVID",100.0
"HERNANDEZ,JOSE CARLOS","ARCOS HERNANDEZ,JOSE CARLOS",100.0
"HERNANDEZ,JOSE CARLOS","MENDOZA HERNANDEZ,JOSE CARLOS",100.0
"HERNANDEZ,JOSE CARLOS","MORENO HERNANDEZ,JOSE CARLOS",100.0
"CRUZ MORALES,PABLO","CRUZ MORALES,PABLO",100.0
"BARONA GOMEZ,FRANCISCO","BARONA GOMEZ,FRANCISCO",100.0
"AGUILAR,IVAN","GOMEZ AGUILAR,IVAN ELIAB",100.0
"NAVA LARA,MARIA DEL ROCIO","NAVA LARA,MARIA DEL ROCIO",100.0
"HERNANDEZ GARCIA,JUAN","HERNANDEZ GARCIA,JUAN ALFREDO",100.0
"HERNANDEZ DIAZ,MANUEL","HERNANDEZ DIAZ,AXEL",90.0
"GONZALEZ,AARON","AGUAYO GONZALEZ,AARON ABRAHAM",100.0
"VILLANUEVA,CARLOS","CRUICKSHANK VILLANUEVA,CARLOS",100.0
"CRUZ,JUAN","CANDELERO DE LA CRUZ,JUAN",100.0
"CRUZ,JUAN","CASTILLO CRUZ,JUAN",100.0
"CRUZ,JUAN","GARCIA CRUZ,JUAN CARLOS",100.0
"CRUZ,JUAN","HUERTA CRUZ,JUAN CARLOS",100.0
"CRUZ,JUAN","JUAREZ CRUZ,JUAN CARLOS",100.0
"ROMERO,JORGE","LIMON ROMERO,JORGE",100.0
"ROMERO,JORGE","TOVILLA CAO ROMERO,JORGE ALBERTO FRANCIS",100.0
"RAMIREZ PEREZ,JORGE FRANCISCO","RAMIREZ PEREZ,JORGE FRANCISCO",100.0
"MARTINEZ MAGADAN,JOSE MANUEL","MARTINEZ MAGADAN,JOSE MANUEL",100.0
"LOPEZ RAMIREZ,SIMON","LOPEZ RAMIREZ,SIMON",100.0
"DURAN VALENCIA,CECILIA DE LOS ANGELES","DURAN VALENCIA,CECILIA DE LOS ANGELES",100.0
"OVIEDO ROA,RAUL","OVIEDO ROA,RAUL",100.0
"ORTEGA RODRIGUEZ,ALEJANDRO","ORTEGA RODRIGUEZ,ALEJANDRO",100.0
"SANCHEZ,SALVADOR","PALOMARES SANCHEZ,SALVADOR ANTONIO",100.0
"VILLANUEVA LOPEZ,JUAN CARLOS","LOPEZ,JUAN",100.0
"SANCHEZ,HECTOR","ALVA SANCHEZ,HECTOR",100.0
"SANCHEZ,HECTOR","AVILA SANCHEZ,HECTOR",100.0
"SANCHEZ,HECTOR","CORRALES SANCHEZ,HECTOR HUGO",100.0
"SANCHEZ,HECTOR","GARZA SANCHEZ,HECTOR HORACIO",100.0
"SANCHEZ,HECTOR","GUTIERREZ SANCHEZ,HECTOR",100.0
"CHACON,FERNANDO","NARANJO CHACON,FERNANDO",100.0
"VEGA,JOSE L","ARCOS VEGA,JOSE LUIS",90.0
"VEGA,JOSE L","MORENO VEGA,JOSE LUIS",90.0
"VEGA,JOSE L","PACHECO VEGA,JOSE RAFAEL",90.0
"VEGA,JOSE L","PINEDO VEGA,JOSE LUIS",90.0
"VEGA,JOSE L","SANCHEZ VEGA,JOSE FERNANDO",90.0
"GOMEZ,JOSE RAFAEL","ALANIS GOMEZ,JOSE RAFAEL",100.0
"VAZQUEZ DUHALT,RAFAEL","VAZQUEZ DUHALT,RAFAEL",100.0
"RIVAS,GERARDO DE JESUS GARCIA","GARCIA RIVAS,GERARDO DE JESUS",100.0
"SANCHEZ,DARIANA GRACIELA RODRIGUEZ","RODRIGUEZ SANCHEZ,DARIANA GRACIELA",100.0
"BRENES,CARMEN HERNANDEZ","HERNANDEZ BRENES,CARMEN",100.0
"AMIONE,GUILLERMO TORRE","TORRE AMIONE,GUILLERMO",100.0
"FERNANDEZ,OMAR","VERGARA FERNANDEZ,OMAR",100.0
"ARROYO,JUAN","BEDOLLA ARROYO,JUAN ALBERTO",100.0
"ARROYO,JUAN","SANCHEZ ARROYO,JUAN FERNANDO",100.0
"ALVAREZ,OSCAR","CRUZ ALVAREZ,OSCAR",100.0
"PEREZ,JOSE","ALFARO PEREZ,JOSE FERNANDO",100.0
"PEREZ,JOSE","ALVARADO PEREZ,JOSE GREGORIO JR.",100.0
"PEREZ,JOSE","ALVAREZ PEREZ,JOSE",100.0
"PEREZ,JOSE","ALVAREZ PEREZ,JOSE RAZIEL",100.0
"PEREZ,JOSE","ANCHONDO PEREZ,JOSE IGNACIO",100.0
"MARTIN DEL CAMPO LOPEZ,FABIOLA","MARTIN DEL CAMPO LOPEZ,FABIOLA",100.0
"GARCIA GARCIA,GUILLERMO","GARCIA GARCIA,GUILLERMO",100.0
"HERRERA,MARIO","RAMIREZ HERRERA,MARIO ALBERTO",100.0
"HERRERA,MARIO","TARAZON HERRERA,MARIO ANTONIO",100.0
"MEDINA,JUAN MANUEL","SHIGUETOMI MEDINA,JUAN MANUEL",100.0
"GONZALEZ,JOSE","CABRERA GONZALEZ,JOSE LUIS",100.0
"GONZALEZ,JOSE","CANTU GONZALEZ,JOSE ROBERTO",100.0
"GONZALEZ,JOSE","CARRILLO GONZALEZ,JOSE GERARDO",100.0
"GONZALEZ,JOSE","CASASOLA GONZALEZ,JOSE ARTURO",100.0
"GONZALEZ,JOSE","CASTELLANOS GONZALEZ,JOSE ALBERTO",100.0
"GARIBAY,ADAN SALAZAR","SALAZAR GARIBAY,ADAN",100.0
"SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO","SANCHEZ SCHMITZ,GUZMAN GERARDO ALFONSO",100.0
"SANCHEZ,CARLOS","CARRASCO SANCHEZ,CARLOS ALBERTO",100.0
"SANCHEZ,CARLOS","CERVANTES SANCHEZ,CARLOS ROBERTO",100.0
"SANCHEZ,CARLOS","CRESPO SANCHEZ,CARLOS ALBERTO",100.0
"SANCHEZ,CARLOS","ELIZALDE SANCHEZ,CARLOS CEBARUT",100.0
"SANCHEZ,CARLOS","FLORES SANCHEZ,CARLOS ALBERTO",100.0
"CHAUVIN,ANNE LAURE PATRICIA","CHAUVIN,ANNE LAURE PATRICIA",100.0
"CORONA,JESUS AGUSTIN BADILLO","BADILLO CORONA,JESUS AGUSTIN",100.0
"ORIJEL,CLAUDIO GARIBAY","GARIBAY ORIJEL,CLAUDIO",100.0
"DIAZ,JOSE A","AGUILAR DIAZ,JOSE HUGO",90.0
"DIAZ,JOSE A","BARGAS DIAZ,JOSE",90.0
"DIAZ,JOSE A","COSSIO DIAZ,JOSE RAMON",90.0
"DIAZ,JOSE A","DIAZ,JOSE SATURNINO",90.0
"DIAZ,JOSE A","ELIZALDE DIAZ,JOSE PEDRO",90.0
"MEDINA,MARTHA","CRUZ MEDINA,MARTHA BEATRIZ",100.0
"MEDINA,MARTHA","GONZALEZ MEDINA,MARTHA VIRGINIA",100.0
"MEDINA,MARTHA","HIJAR MEDINA,MARTHA CECILIA",100.0
"MEDINA,MARTHA","OROZCO MEDINA,MARTHA GEORGINA",100.0
"ORDUNA REYES,ERNESTO","ORDUNA REYES,ERNESTO",100.0
"GARCIA Y GARCIA,JOSE","GARCIA GARCIA,JOSE RAYMUNDO FROYLAN",94.73684210526315
"MORALES,HUMBERTO","LOBATO MORALES,HUMBERTO",100.0
"MARTINEZ SANCHEZ,JOSE","MARTINEZ SANCHEZ,JOSE FRANCISCO",100.0
"MARTINEZ SANCHEZ,JOSE","MARTINEZ SANCHEZ,JOSE LUIS",100.0
"MARTINEZ SANCHEZ,JOSE","MARIN SANCHEZ,JOSE",92.3076923076923
"BLAS MARTINEZ,LUIS FELIPE","LASTRAS MARTINEZ,LUIS FELIPE",90.56603773584905
"BENAVIDES LOZANO,JORGE ALEJANDRO","BENAVIDES LOZANO,JORGE ALEJANDRO",100.0
"RODRIGUEZ SANCHEZ,DARIANA GRACIELA","RODRIGUEZ SANCHEZ,DARIANA GRACIELA",100.0
"GUTIERREZ URIBE,JANET ALEJANDRA","GUTIERREZ URIBE,JANET ALEJANDRA",100.0
"HERNANDEZ BRENES,CARMEN","HERNANDEZ BRENES,CARMEN",100.0
"AGUILAR,JOSE FRANCISCO","GOMEZ AGUILAR,JOSE FRANCISCO",100.0
"AGUILAR,JOSE FRANCISCO","FRANCO AGUILAR,JOSE",92.6829268292683
"AGUILAR,MARIO","SANCHEZ AGUILAR,MARIO",100.0
"GARCIA,JOSE","ABRIL GARCIA,JOSE HUMBERTO",100.0
"GARCIA,JOSE","ALEJOS GARCIA,JOSE OVIDIO",100.0
"GARCIA,JOSE","ALVARADO GARCIA,JOSE ALBERTO",100.0
"GARCIA,JOSE","ARCOS GARCIA,JOSE LUIS",100.0
"GARCIA,JOSE","ARELLANO GARCIA,JOSE DE JESUS",100.0
"RIOS,GUILLERMO","CAMPOS RIOS,GUILLERMO",100.0
"JIMENEZ,RICARDO","CERVANTES JIMENEZ,RICARDO",100.0
"JIMENEZ,RICARDO","ESCOBAR JIMENEZ,RICARDO FABRICIO",100.0
"JIMENEZ,RICARDO","MARCELIN JIMENEZ,RICARDO",100.0
"SANCHEZ,RICARDO","CORONA SANCHEZ,RICARDO",100.0
"SANCHEZ,RICARDO","GONZALEZ SANCHEZ,RICARDO",100.0
"SANCHEZ,RICARDO","GUERRA SANCHEZ,RICARDO JAIME",100.0
"SANCHEZ,RICARDO","MONDRAGON SANCHEZ,RICARDO JOAQUIN",100.0
"SANCHEZ,RICARDO","PLANCARTE SANCHEZ,RICARDO",100.0
"ZAVALA,ANTONIO","HERNANDEZ ZAVALA,ANTONIO",100.0
"BECERRA,JORGE","DE LA GARZA BECERRA,JORGE EUGENIO",100.0
"BECERRA,JORGE","VILLASENOR BECERRA,JORGE IGNACIO",100.0
"FERNANDEZ,JOSE","FLORES FERNANDEZ,JOSE MIGUEL",100.0
"FERNANDEZ,JOSE","GODINEZ FERNANDEZ,JOSE RAFAEL",100.0
"FERNANDEZ,JOSE","GONZALEZ FERNANDEZ,JOSE VULFRANO",100.0
"FERNANDEZ,JOSE","LIEDO FERNANDEZ,JOSE PABLO",100.0
"FERNANDEZ,JOSE","MADRIGAL FERNANDEZ,JOSE ALEJANDRO",100.0
"GONZALEZ,PABLO","AGUILAR GONZALEZ,PABLO MARIO",100.0
"GONZALEZ,PABLO","ARGUELLO GONZALEZ,PABLO IVAN",100.0
"GONZALEZ,PABLO","HOYOS GONZALEZ,PABLO",100.0
"GONZALEZ,PABLO","IBARGUENGOYTIA GONZALEZ,PABLO HECTOR",100.0
"GONZALEZ,PABLO","KALMANOVITZ GONZALEZ,PABLO",100.0
"HERNANDEZ,GUSTAVO","ACEVEDO HERNANDEZ,GUSTAVO JAVIER",100.0
"HERNANDEZ,GUSTAVO","ORTIZ HERNANDEZ,GUSTAVO",100.0
"HERNANDEZ,GUSTAVO","PASTELIN HERNANDEZ,GUSTAVO SETH",100.0
"MIKI YOSHIDA,MARIO","MIKI YOSHIDA,MARIO",100.0
"NAGAMEDIANOVA,ZOULFIA","NAGAMEDIANOVA,ZOULFIA",100.0
"PIZA RUIZ,PEDRO","PIZA RUIZ,PEDRO",100.0
"VEGA BECERRA,OSCAR","VEGA BECERRA,OSCAR EDGARDO",100.0
"AMEZAGA MADRID,PATRICIA","AMEZAGA MADRID,PATRICIA",100.0
"LOPEZ,IVAN D","DOMINGUEZ LOPEZ,IVAN",90.9090909090909
"LOPEZ,IVAN D","SANTOS LOPEZ,IVAN ALONSO",90.9090909090909
"HERNANDEZ CORTES,DIANA","HERNANDEZ CORTES,ADAN",93.02325581395348
"LOPEZ CERVANTES,JAIME","LOPEZ CERVANTES,JAIME",100.0
"MEJIA,JOSE LUIS","RODRIGUEZ MEJIA,JOSE LUIS",100.0
"GUTIERREZ MEDINA,BRAULIO","GUTIERREZ MEDINA,BRAULIO",100.0
"SANCHEZ MIRANDA,MANUEL DE JESUS","SANCHEZ MIRANDA,MANUEL DE JESUS",100.0
"DOMINGUEZ,FERNANDO","SOLIS DOMINGUEZ,FERNANDO AMILCAR",100.0
"GONZALEZ,MIGUEL A","AGUILAR GONZALEZ,MIGUEL ANGEL",93.75
"GONZALEZ,MIGUEL A","ALONSO GONZALEZ,MIGUEL ANGEL",93.75
"GONZALEZ,MIGUEL A","ARELLANO GONZALEZ,MIGUEL ANGEL",93.75
"GONZALEZ,MIGUEL A","GONZALEZ GONZALEZ,MIGUEL",93.75
"GONZALEZ,MIGUEL A","MARTINEZ GONZALEZ,MIGUEL",93.75
"GARCIA,RAYMUNDO","CORNEJO GARCIA,RAYMUNDO",100.0
"GARCIA,RAYMUNDO","MARTINEZ GARCIA,RAYMUNDO CESAR",100.0
"VILLALOBOS,SERGIO","DE LOS SANTOS VILLALOBOS,SERGIO",100.0
"GARCIA,HUGO","BARRIOS GARCIA,HUGO BRIGIDO",100.0
"GARCIA,HUGO","BORJAS GARCIA,HUGO ALEJANDRO",100.0
"GARCIA,HUGO","CHAVEZ GARCIA,HUGO LUIS",100.0
"GARCIA,HUGO","LARA GARCIA,HUGO ALBERTO",100.0
"GARCIA,HUGO","MONREAL GARCIA,HUGO MANUEL",100.0
"AVALOS,JOSE A","MARTINEZ AVALOS,JOSE GUADALUPE",91.66666666666667
"AVALOS,JOSE A","RUBIO AVALOS,JOSE CARLOS",91.66666666666667
"SOLIS,DAVID","FLORES SOLIS,DAVID",100.0
"SOLIS,DAVID","GONZALEZ SOLIS,DAVID",100.0
"SOLIS,DAVID","NAVARRO SOLIS,DAVID JACOB",100.0
"SOLIS,DAVID","OROZCO SOLIS,DAVID RICARDO",100.0
"SEPULVEDA LOPEZ,JUAN PABLO","LOPEZ,JUAN",100.0
"VARGAS,CARLOS","CARDOSO VARGAS,CARLOS ENRIQUE",100.0
"VARGAS,CARLOS","HERNANDEZ VARGAS,CARLOS RAFAEL",100.0
"VARGAS,CARLOS","HUITRON VARGAS,CARLOS",100.0
"VARGAS,CARLOS","SANTOLALLA VARGAS,CARLOS EDUARDO",100.0
"CHAVEZ,ROCIO","SANDOVAL CHAVEZ,ROCIO AURORA",100.0
"GUTIERREZ,DAVID H","AGUILLON GUTIERREZ,DAVID RAMIRO",93.75
"GUTIERREZ,DAVID H","GOMEZ GUTIERREZ,DAVID",93.75
"GUTIERREZ,DAVID H","ORNELAS GUTIERREZ,DAVID ALEJANDRO",93.75
"GUTIERREZ,DAVID H","SILVA GUTIERREZ,DAVID",93.75
"GUTIERREZ,MIGUEL","ARMENTA GUTIERREZ,MIGUEL ANGEL",100.0
"GUTIERREZ,MIGUEL","CHAVEZ GUTIERREZ,MIGUEL",100.0
"GUTIERREZ,MIGUEL","ESCALANTE GUTIERREZ,MIGUEL FRANCISCO",100.0
"VEGA,LUIS","ARRIOLA VEGA,LUIS ALFREDO",100.0
"VEGA,LUIS","LUQUE VEGA,LUIS FERNANDO",100.0
"VEGA,LUIS","RIOS VEGA,LUIS EFREN",100.0
"MORALES,DAVID","MORALES MORALES,DAVID",100.0
"MORALES,DAVID","SANTACRUZ MORALES,DAVID",100.0
"MORALES,DAVID","VALERO MORALES,DAVID",100.0
"MORALES,DAVID","VEGA MORALES,DAVID",100.0
"CARTAS ROSADO,ANA ROCIO","CARTAS ROSADO,ANA ROCIO",100.0
"OROZCO,SERGIO","FERNANDEZ OROZCO,SERGIO ANTONIO",100.0
"OROZCO,SERGIO","LEDESMA OROZCO,SERGIO EDUARDO",100.0
"ACOSTA FLORES,JORGE ALBERTO","ROSAS FLORES,JORGE ALBERTO",90.56603773584905
"DELGADO,JOSE G","BONILLA DELGADO,JOSE",92.3076923076923
"DELGADO,JOSE G","PINEDA DELGADO,JOSE LUIS",92.3076923076923
"DELGADO,JOSE G","RANGEL DELGADO,JOSE ERNESTO",92.3076923076923
"DELGADO,JOSE G","RODRIGUEZ DELGADO,JOSE MANUEL",92.3076923076923
"SOBERON CHAVEZ,MARIO","SOBERON CHAVEZ,MARIO",100.0
"BRAVO DE LA PARRA,MARIA ALEJANDRA","BRAVO DE LA PARRA,MARIA ALEJANDRA",100.0
"PARDO LOPEZ,LILIANA","PARDO LOPEZ,LILIANA",100.0
"GARCIA MARQUEZ,ERISTEO","GARCIA MARQUEZ,ERISTEO",100.0
"ESPINOSA ANDREWS,HUGO","ESPINOSA ANDREWS,HUGO",100.0
"SOTO,JESUS","ACUNA SOTO,JESUS ALBERTO",100.0
"PATINO,JUAN","DIAZ PATINO,JUAN CARLOS",100.0
"PATINO,JUAN","LOPEZ PATINO,JUAN",100.0
"PATINO,JUAN","PATINO,JUAN CARLOS",100.0
"FERNANDEZ,MARCELA","ZARATE FERNANDEZ,MARCELA PATRICIA",100.0
"GONZALEZ JIMENEZ,LUIS ENRIQUE","GONZALEZ JIMENEZ,LUIS ENRIQUE",100.0
"RUIZ CRUZ,RIEMANN","RUIZ CRUZ,RIEMANN",100.0
"CAMPOS RODRIGUEZ,RAUL","CAMPOS RODRIGUEZ,RAFAEL",90.9090909090909
"RAMOS MURILLO,MANUEL ANTONIO","RAMOS MURILLO,MANUEL ANTONIO",100.0
"ENRIQUEZ CARREJO,JOSE LUIS","ENRIQUEZ CARREJO,JOSE LUIS",100.0
"AMBROSIO LAZARO,ROBERTO CARLOS","AMBROSIO LAZARO,ROBERTO CARLOS",100.0
"RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA","RODRIGUEZ GONZALEZ,CLAUDIA ALEJANDRA",100.0
"MIRELES JR GARCIA,JOSE","MIRELES JR. GARCIA,JOSE",97.77777777777777
"OCHOA,RUBEN","TORRES OCHOA,RUBEN OMAR",100.0
"PEREZ,FRANCISCO","CASTRO PEREZ,FRANCISCO",100.0
"PEREZ,FRANCISCO","CERVANTES PEREZ,FRANCISCO",100.0
"PEREZ,FRANCISCO","CORVO PEREZ,FRANCISCO EDUARDO",100.0
"PEREZ,FRANCISCO","CUELLAR PEREZ,FRANCISCO",100.0
"PEREZ,FRANCISCO","GARCIA PEREZ,FRANCISCO OSVALDO",100.0
"AYALA,ALEJANDRO","CASTILLO AYALA,ALEJANDRO",100.0
"AYALA,ALEJANDRO","PENA AYALA,ALEJANDRO",100.0
"DOMINGUEZ MALDONADO,JORGE ARTURO","DOMINGUEZ MALDONADO,JORGE ARTURO",100.0
"FLOTA BANUELOS,MANUEL ISRAEL","FLOTA BANUELOS,MANUEL ISRAEL",100.0
"ALZATE GAVIRIA,LILIANA MARIA","ALZATE GAVIRIA,LILIANA MARIA",100.0
"CONTRERAS MASSE,ROBERTO ANTONIO","CONTRERAS MASSE,ROBERTO ANTONIO",100.0
"RUIZ CASTANEDA,JUAN CARLOS","PEREZ CASTANEDA,JUAN CARLOS",90.56603773584905
"RUIZ,OSCAR","MARTINEZ RUIZ,OSCAR JANIERE",100.0
"LOPEZ,RODRIGO","GARCIA LOPEZ,RODRIGO",100.0
"LOPEZ,RODRIGO","GUERRA LOPEZ,RODRIGO",100.0
"LOPEZ,RODRIGO","MONTOYA LOPEZ,RODRIGO",100.0
"LOPEZ,RODRIGO","MORALES LOPEZ,RODRIGO ALFONSO",100.0
"RODRIGUEZ,ALFREDO","CANO RODRIGUEZ,ALFREDO",100.0
"RODRIGUEZ,ALFREDO","DELGADO RODRIGUEZ,ALFREDO",100.0
"RODRIGUEZ,ALFREDO","GOMEZ RODRIGUEZ,ALFREDO",100.0
"RODRIGUEZ,ALFREDO","IBANEZ RODRIGUEZ,ALFREDO",100.0
"RAMOS RAMIREZ,MARCO ANTONIO","MORA RAMIREZ,MARCO ANTONIO",90.56603773584905
"HERNANDEZ,JOSE ALBERTO","MUNOS HERNANDEZ,JOSE ALBERTO",100.0
"HERNANDEZ,JOSE ALBERTO","MURILLO HERNANDEZ,JOSE ALBERTO",100.0
"HERNANDEZ,JOSE ALBERTO","ROSS HERNANDEZ,JOSE ALBERTO",100.0
"MENDEZ,ESTEBAN FLORES","FLORES MENDEZ,ESTEBAN",100.0
"FEMAT FLORES,ALEJANDRO RICARDO","FEMAT FLORES,ALEJANDRO RICARDO",100.0
"VAZQUEZ OVIEDO,ERICK ISRAEL","VAZQUEZ OVIEDO,ERICK ISRAEL",100.0
"VAZQUEZ NAVA,NIMROD","VAZQUEZ NAVA,NIMROD",100.0
"GARCIA,MAURICIO","COMAS GARCIA,MAURICIO",100.0
"GARCIA,MAURICIO","MARTINEZ GARCIA,MAURICIO ALBERTO",100.0
"CHAVEZ,MARIO","RODRIGUEZ CHAVEZ,MARIO HUMBERTO",100.0
"CHAVEZ,MARIO","SOBERON CHAVEZ,MARIO",100.0
"ZAVALA OLIVARES,GERARDO","ZAVALA OLIVARES,GERARDO",100.0
"TORRES MANCERA,LEON PABLO","TORRES MANCERA,LEON PABLO",100.0
"ORTEGA BORGES,RAUL MARTIN","ORTEGA BORGES,RAUL MARTIN",100.0
"MEAS VONG,YUNNY","MEAS VONG,YUNNY",100.0
"TREJO CORDOVA,GABRIEL","TREJO CORDOVA,GABRIEL",100.0
"VILLARREAL,DAVID","DE LA FUENTE VILLARREAL,DAVID",100.0
"ALVAREZ,CARLOS","CERON ALVAREZ,CARLOS ARTURO",100.0
"ALVAREZ,CARLOS","LARA ALVAREZ,CARLOS ALBERTO",100.0
"ALVAREZ,CARLOS","MENDOZA ALVAREZ,CARLOS",100.0
"ALVAREZ,CARLOS","NUNEZ ALVAREZ,CARLOS ALBERTO",100.0
"FLORES,YUNUEN MONTELONGO","MONTELONGO FLORES,YUNUEN",100.0
"HERNANDEZ,MIGUEL ANGEL","BAUTISTA HERNANDEZ,MIGUEL ANGEL",100.0
"HERNANDEZ,MIGUEL ANGEL","CAMPOS HERNANDEZ,MIGUEL ANGEL",100.0
