numero patente,titulo patente,fecha patente,Patents,NOMBRE_INVENTOR,Inventor,Location,years active,año de inicio,última patente
10323396,Way out valve for urinals with double little ball,2019-06-18,1,"Villalobos Lopez,Arturo",Arturo Villalobos Lopez,"Mexico City, MX",2019-2019,2019,2019
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,5,"Lopez Perez,Carlos",Carlos Lopez Perez,"Tuxpan, MX",1988-2021,1988,2021
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,35,"Cordourier Maruri,Hector",Hector Cordourier Maruri,"Guadalajara, MX",2016-2024,2016,2024
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,30,"Zamora Esquivel,Julio",Julio Zamora Esquivel,"Zapopan, MX",2018-2023,2018,2023
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,31,"Lopez Meyer,Paulo",Paulo Lopez Meyer,"Tlaquepaque, MX",2018-2023,2018,2023
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,32,"Camacho Perez,Jose Rodrigo",Jose Rodrigo Camacho Perez,"Ixtlahuacán del Río, MX",2012-2024,2012,2024
10324494,Apparatus for detecting electromagnetic field change in response to gesture,2019-06-18,13,"Ibarra Von Borstel,Alejandro",Alejandro Ibarra Von Borstel,"Zapopan, MX",2016-2024,2016,2024
10325163,Vehicle vision,2019-06-18,13,"Jimenez Hernandez,Alvaro",Alvaro Jimenez Hernandez,"Miguel Hidalgo, MX",2018-2022,2018,2022
10325163,Vehicle vision,2019-06-18,22,"Perez Barrera,Oswaldo",Oswaldo Perez Barrera,"Texcoco, MX",2018-2022,2018,2022
10326691,Wireless data transfer as an alternative method to overcome errors or noise in a storage environment,2019-06-18,34,"Mosqueda Mejia,Jose R",Jose R Mosqueda Mejia,"Puruándiro, MX",2017-2022,2017,2022
10326691,Wireless data transfer as an alternative method to overcome errors or noise in a storage environment,2019-06-18,354,"Winarski,Daniel J",Daniel J Winarski,"Tucson, US",1982-2022,1982,2022
10326691,Wireless data transfer as an alternative method to overcome errors or noise in a storage environment,2019-06-18,3,"Elaiho,Robin L",Robin L Elaiho,"Tucson, US",2014-2019,2014,2019
10326691,Wireless data transfer as an alternative method to overcome errors or noise in a storage environment,2019-06-18,15,"Martinez Hernandez Magro,Agueda",Agueda Martinez Hernandez Magro,"Zapopan, MX",2015-2022,2015,2022
10326691,Wireless data transfer as an alternative method to overcome errors or noise in a storage environment,2019-06-18,86,"Astigarraga,Tara",Tara Astigarraga,"Fairport, US",2008-2023,2008,2023
10326785,Data protection in a networked computing environment,2019-06-18,1066,"Hamilton, II,Rick A","Rick A Hamilton, II","Charlottesville, US",1999-2024,1999,2024
10326785,Data protection in a networked computing environment,2019-06-18,114,"Hoy,Jeffrey R",Jeffrey R Hoy,"Gibsonia, US",2012-2021,2012,2021
10326785,Data protection in a networked computing environment,2019-06-18,608,"Boss,Gregory J",Gregory J Boss,"Saginaw, US",2008-2024,2008,2024
10326785,Data protection in a networked computing environment,2019-06-18,12,"Magro,Agueda M H",Agueda M H Magro,"Zapopan, MX",2016-2020,2016,2020
10327373,Harrow downforce adjustment,2019-06-25,34,"Becker,Shawn J",Shawn J Becker,"Centralia, US",2008-2023,2008,2023
10327373,Harrow downforce adjustment,2019-06-25,35,"Steinlage,David L",David L Steinlage,"Centralia, US",2002-2024,2002,2024
10327373,Harrow downforce adjustment,2019-06-25,16,"Janelle,Luc",Luc Janelle,"Ankeny, US",1996-2024,1996,2024
10327373,Harrow downforce adjustment,2019-06-25,6,"Moreno,Humberto",Humberto Moreno,"Cerralvo, MX",2018-2022,2018,2022
10327373,Harrow downforce adjustment,2019-06-25,9,"Nefzger,Jeremy",Jeremy Nefzger,"Ankeny, US",2017-2020,2017,2020
10327373,Harrow downforce adjustment,2019-06-25,4,"Merkle,Jerry R",Jerry R Merkle,"Altoona, US",2018-2019,2018,2019
10327373,Harrow downforce adjustment,2019-06-25,9,"Blauwet,Bryan D",Bryan D Blauwet,"Ankeny, US",2012-2020,2012,2020
10327563,Systems and methods for internal airbed structure,2019-06-25,29,"Ocegueda Gallaga,Victor Hugo",Victor Hugo Ocegueda Gallaga,"Baja California, MX",2018-2024,2018,2024
10327563,Systems and methods for internal airbed structure,2019-06-25,12,"Lan,Chaolong",Chaolong Lan,"Nanhu, CN",2018-2024,2018,2024
10327563,Systems and methods for internal airbed structure,2019-06-25,7,"Ma,Minglian",Minglian Ma,"Nanhu, CN",2018-2024,2018,2024
10327576,Illumination system for an artificial tree,2019-06-25,29,"Ocegueda Gallaga,Victor Hugo",Victor Hugo Ocegueda Gallaga,"Baja California, MX",2018-2024,2018,2024
10327576,Illumination system for an artificial tree,2019-06-25,7,"Cheng,Elmer Chi Hang",Elmer Chi Hang Cheng,"Nørresundby, DK",2018-2022,2018,2022
10327576,Illumination system for an artificial tree,2019-06-25,45,"Zhang,Yifeng",Yifeng Zhang,"Xinxiang, CN",2003-2024,2003,2024
10328861,Hanger assembly for hanging an object within an interior of a vehicle,2019-06-25,2,"Gasca Fuentes,Elida Yazmin",Elida Yazmin Gasca Fuentes,"Toluca, MX",2018-2019,2018,2019
10328904,Windscreen wiper device,2019-06-25,13,"Cox,Dennis E",Dennis E Cox,"Belleville, US",2015-2020,2015,2020
10328904,Windscreen wiper device,2019-06-25,8,"Reyes,David",David Reyes,"Chihuahua, MX",2004-2021,2004,2021
10328904,Windscreen wiper device,2019-06-25,10,"Yee,Jesus",Jesus Yee,"El Paso, US",2018-2023,2018,2023
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,1,"Hernandez Perez,Joaquin Rodolfo",Joaquin Rodolfo Hernandez Perez,"Mexico City, MX",2019-2019,2019,2019
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,1,"Cuapantecatl Mendieta,Miguel Angel",Miguel Angel Cuapantecatl Mendieta,"Mexico City, MX",2019-2019,2019,2019
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,1,"Demikhova,Iryna Igorevna",Iryna Igorevna Demikhova,"Mexico City, MX",2019-2019,2019,2019
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,1,"LIKHANOVA,Natalya Victorovna",Natalya Victorovna LIKHANOVA,"Mexico City, MX",2019-2019,2019,2019
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,2,"Moctezuma Berthier,Andres Eduardo",Andres Eduardo Moctezuma Berthier,"Mexico City, MX",2014-2019,2014,2019
10329474,Hydrophobic compound emulsions free of silicon and fluorine for an oil recovering method that modifies the wettability of rocks from hydrophilic to oleophilic,2019-06-25,1,"Olivares Xometl,Crescencio Octavio",Crescencio Octavio Olivares Xometl,"Mexico City, MX",2019-2019,2019,2019
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,5,"PENA,Henry",Henry PENA,"Miguel Hidalgo, MX",1991-2022,1991,2022
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,1,"Modh,Ram",Ram Modh,"El Freso Road, US",2019-2019,2019,2019
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,5,"Fleckenstein,Melissa",Melissa Fleckenstein,"Clark, US",2003-2019,2003,2019
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,3,"ZUNIGA,Arturo",Arturo ZUNIGA,"Miguel Hidalgo, MX",2018-2022,2018,2022
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,2,"BENTOSA,Claudia",Claudia BENTOSA,"Miguel Hidalgo, MX",2019-2022,2019,2022
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,29,"Jakubicki,Gary",Gary Jakubicki,"Lawrence, US",1989-2019,1989,2019
10329521,Aqueous liquid dishwashing composition comprising an ammonium alkyl ether sulfate and alkylamidopropyl betaine,2019-06-25,1,"ESPINOSA,Reina",Reina ESPINOSA,"Miguel Hidalgo, MX",2019-2019,2019,2019
10329675,Electrochemical reactor for producing oxyhydrogen gas,2019-06-25,2,"Delgado Rodriguez,Luis Alfonso",Luis Alfonso Delgado Rodriguez,"Zapopan, MX",2019-2024,2019,2024
10329808,Magnetic anti-theft lock system and method,2019-06-25,1,"Torres Platas,Virgilio",Virgilio Torres Platas,"Mexico City, MX",2019-2019,2019,2019
10329808,Magnetic anti-theft lock system and method,2019-06-25,2,"Duenas Marroquin,Pamela",Pamela Duenas Marroquin,"Mapastepec, MX",2019-2021,2019,2021
10332394,Unmanned aerial vehicles and related methods and systems,2019-06-25,23,"Parra Vilchis,Jose",Jose Parra Vilchis,"Guadalajara, MX",2018-2024,2018,2024
10332394,Unmanned aerial vehicles and related methods and systems,2019-06-25,19,"Campos Macias,Leobardo",Leobardo Campos Macias,"Guadalajara, MX",2019-2024,2019,2024
10332394,Unmanned aerial vehicles and related methods and systems,2019-06-25,30,"De La Guardia Gonzalez,Rafael",Rafael De La Guardia Gonzalez,"Teuchitlán, MX",2016-2024,2016,2024
10332394,Unmanned aerial vehicles and related methods and systems,2019-06-25,31,"Gomez Gutierrez,David",David Gomez Gutierrez,"Zapopan, MX",2018-2024,2018,2024
10332394,Unmanned aerial vehicles and related methods and systems,2019-06-25,18,"Aldana Lopez,Rodrigo",Rodrigo Aldana Lopez,"Zapopan, MX",2019-2024,2019,2024
10333320,Standing hanging-apparatus,2019-06-25,1,"Salinas Ruiz,Paulina",Paulina Salinas Ruiz,"Goleta, US",2019-2019,2019,2019
10333320,Standing hanging-apparatus,2019-06-25,1,"Salinas Ruiz,Gabriel",Gabriel Salinas Ruiz,"Mexico City, MX",2019-2019,2019,2019
10333764,Envelope detector-based feedback for radio frequency (RF) transmitters,2019-06-25,23,"Arditti Ilitzky,David",David Arditti Ilitzky,"Jalisco, MX",2016-2024,2016,2024
10336228,Four-component armrest assembly and method of manufacturing same,2019-07-02,5,"Memetla Martinez,Humberto",Humberto Memetla Martinez,"Miguel Alemán, MX",2019-2024,2019,2024
10336233,Floor mat with both interlocking and snap fit features,2019-07-02,3,"Vredeveld,Paul",Paul Vredeveld,"Tecumseh, US",2019-2020,2019,2020
10336233,Floor mat with both interlocking and snap fit features,2019-07-02,1,"Ballesteros,Alberto Emmanuel",Alberto Emmanuel Ballesteros,"Mexico City, MX",2019-2019,2019,2019
10336233,Floor mat with both interlocking and snap fit features,2019-07-02,8,"Huitron,Leonardo Alonso",Leonardo Alonso Huitron,"Santiago Yancuitlalpan, MX",2019-2023,2019,2023
10336233,Floor mat with both interlocking and snap fit features,2019-07-02,4,"De Jesus,Juan",Juan De Jesus,"Mexico City, MX",1994-2020,1994,2020
10336272,"Clip-on spacer, front end module and method",2019-07-02,2,"Cibulka,Stuart",Stuart Cibulka,"Beverly Hills, US",2018-2019,2018,2019
10336272,"Clip-on spacer, front end module and method",2019-07-02,1,"Arguello Gleason,Daniel Alejandro",Daniel Alejandro Arguello Gleason,"Coyoacán, MX",2019-2019,2019,2019
10336878,Microcellular foam extension dash panel,2019-07-02,488,"Dellock,Paul Kenneth",Paul Kenneth Dellock,"Northville, US",2002-2024,2002,2024
10336878,Microcellular foam extension dash panel,2019-07-02,56,"Musleh,Michael A",Michael A Musleh,"Canton, US",2008-2022,2008,2022
10336878,Microcellular foam extension dash panel,2019-07-02,1,"Orpinel,Paulina Vazquez",Paulina Vazquez Orpinel,"Mexico City, MX",2019-2019,2019,2019
10336878,Microcellular foam extension dash panel,2019-07-02,1,"Vazquez,Ana Valeria",Ana Valeria Vazquez,"Mexico City, MX",2019-2019,2019,2019
10336878,Microcellular foam extension dash panel,2019-07-02,737,"Salter,Stuart C",Stuart C Salter,"White Lake, US",1990-2024,1990,2024
10337133,Washing machine and textile washing and rinsing method,2019-07-02,4,"Islas,Erick Flores",Erick Flores Islas,"Querétaro, MX",2016-2021,2016,2021
10337133,Washing machine and textile washing and rinsing method,2019-07-02,6,"Plata Amarillas,Santiago Alonso",Santiago Alonso Plata Amarillas,"Querétaro, MX",2014-2019,2014,2019
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,146,"Eoff,Larry S",Larry S Eoff,"Porter, US",1993-2024,1993,2024
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,3,"Escobar,Victor Daniel",Victor Daniel Escobar,"Villahermosa, MX",2019-2021,2019,2021
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,1,"Ramirez,Cristian R",Cristian R Ramirez,"Monterrey, MX",2019-2019,2019,2019
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,21,"Vasquez,Julio",Julio Vasquez,"Richmond, US",2007-2022,2007,2022
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,1,"Cancino,Victor Manuel",Victor Manuel Cancino,"Villahermosa, MX",2019-2019,2019,2019
10337282,Methods and compositions for reducing water production in fractures or voids in subterranean formations,2019-07-02,11,"Sierra,Jose",Jose Sierra,"Mexico City, MX",2008-2021,2008,2021
10337545,Tolerance compensating device,2019-07-02,2,"Gallardo Almiray,Jose Enrique",Jose Enrique Gallardo Almiray,"Querétaro, MX",2019-2019,2019,2019
10337545,Tolerance compensating device,2019-07-02,3,"Ramirez de Santiago,Carlos",Carlos Ramirez de Santiago,"Mexico City, MX",2019-2023,2019,2023
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,21,"Joshi,Sameer",Sameer Joshi,"San Jose, US",2006-2023,2006,2023
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,7,"Chien,Hanlin Daniel",Hanlin Daniel Chien,"San Jose, US",2018-2023,2018,2023
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,8,"Chang,Sha",Sha Chang,"Palo Alto, US",2005-2020,2005,2020
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,3,"Diez,Ricardo Rey",Ricardo Rey Diez,"Zapopan, MX",2019-2020,2019,2020
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,3,"Su,Emily Ronshien",Emily Ronshien Su,"Mountain View, US",2019-2020,2019,2020
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,18,"Woo,David",David Woo,"Zapopan, MX",2007-2023,2007,2023
10339030,Duplicate bug report detection using machine learning algorithms and automated feedback incorporation,2019-07-02,38,"Bagal,Prasad V",Prasad V Bagal,"Saratoga, US",2010-2023,2010,2023
10339170,Defect record classification,2019-07-02,3,"Reyes Granados,Graciela",Graciela Reyes Granados,"Mexico City, MX",2017-2021,2017,2021
10339170,Defect record classification,2019-07-02,3,"Gutierrez Aguilar,Rosa N",Rosa N Gutierrez Aguilar,"Guadalajara, MX",2017-2021,2017,2021
10339170,Defect record classification,2019-07-02,3,"Ponce,Mitzi Louise Deason",Mitzi Louise Deason Ponce,"Bakersville, US",2017-2021,2017,2021
10339170,Defect record classification,2019-07-02,3,"Acevedo Arizpe,Enrique M",Enrique M Acevedo Arizpe,"Guadalajara, MX",2017-2021,2017,2021
10339170,Defect record classification,2019-07-02,8,"Springer,Crystal F",Crystal F Springer,"Marietta, US",2007-2021,2007,2021
10339663,Generating georeference information for aerial images,2019-07-02,3,"Li,Sida",Sida Li,"College Park, US",2017-2021,2017,2021
10339663,Generating georeference information for aerial images,2019-07-02,4,"Morales,Leonardo Felipe Romo",Leonardo Felipe Romo Morales,"Jalisco, MX",2016-2019,2016,2019
10339663,Generating georeference information for aerial images,2019-07-02,43,"Chen,David Y",David Y Chen,"San Francisco, US",1976-2022,1976,2022
10339663,Generating georeference information for aerial images,2019-07-02,4,"Barajas Hernandez,Manlio Francisco",Manlio Francisco Barajas Hernandez,"Jalisco, MX",2017-2020,2017,2020
10340103,Switching assemblies with integral handle and rotor and methods of assembly,2019-07-02,2,"Cruz Ruvalcaba,Alejandro Gabriel",Alejandro Gabriel Cruz Ruvalcaba,"Monterrey, MX",2019-2020,2019,2020
10340103,Switching assemblies with integral handle and rotor and methods of assembly,2019-07-02,14,"Jameson,Thomas",Thomas Jameson,"Bellefontaine, US",1999-2021,1999,2021
10341366,Managing security breaches in a networked computing environment,2019-07-02,12,"Magro,Agueda M H",Agueda M H Magro,"Zapopan, MX",2016-2020,2016,2020
10341366,Managing security breaches in a networked computing environment,2019-07-02,608,"Boss,Gregory J",Gregory J Boss,"Saginaw, US",2008-2024,2008,2024
10341366,Managing security breaches in a networked computing environment,2019-07-02,114,"Hoy,Jeffrey R",Jeffrey R Hoy,"Gibsonia, US",2012-2021,2012,2021
10341366,Managing security breaches in a networked computing environment,2019-07-02,1066,"Hamilton, II,Rick A","Rick A Hamilton, II","Charlottesville, US",1999-2024,1999,2024
10341847,Reactionary data transfer to cold storage,2019-07-02,53,"Barajas Gonzalez,Emmanuel",Emmanuel Barajas Gonzalez,"Jalisco, MX",2016-2023,2016,2023
10341847,Reactionary data transfer to cold storage,2019-07-02,55,"Harrington,Shaun E",Shaun E Harrington,"Sahuarita, US",2016-2023,2016,2023
10341847,Reactionary data transfer to cold storage,2019-07-02,2,"Willerup,Jason E",Jason E Willerup,"Sahuarita, US",2019-2020,2019,2020
10341847,Reactionary data transfer to cold storage,2019-07-02,14,"Rawlins,Benjamin K",Benjamin K Rawlins,"Tucson, US",2017-2024,2017,2024
10342237,"Plant and growth development, inductive resistance bio-stimulant formulation for phytopathogen virus induced disease control and method of preparation",2019-07-09,1,"Yanez Reyes,Jesus Noel",Jesus Noel Yanez Reyes,"Coahuila, MX",2019-2019,2019,2019
10342840,"Nanoparticulate titanium dioxide nanomaterial modified with functional groups and with citric extracts adsorbed on the surface, for the removal of a wide range of microorganisms",2019-07-09,1,"Gutierrez,Gabriela Leon",Gabriela Leon Gutierrez,"Hermosillo, MX",2019-2019,2019,2019
10343560,Cover for child car seat attachment anchor,2019-07-09,4,"FUENTES,Bobby",Bobby FUENTES,"Canton, US",2019-2023,2019,2023
10343560,Cover for child car seat attachment anchor,2019-07-09,10,"Jovicevic,Niko",Niko Jovicevic,"Ann Arbor, US",2007-2023,2007,2023
10343560,Cover for child car seat attachment anchor,2019-07-09,2,"Lyman,Jason",Jason Lyman,"Iron River, US",2019-2021,2019,2021
10343560,Cover for child car seat attachment anchor,2019-07-09,5,"Haupt,Brian",Brian Haupt,"Farmington Hills, US",2004-2022,2004,2022
10343560,Cover for child car seat attachment anchor,2019-07-09,2,"Bates,Lisle",Lisle Bates,"Southfield, US",2017-2019,2017,2019
10343560,Cover for child car seat attachment anchor,2019-07-09,1,"Romero Hurtado,Luis Eduardo",Luis Eduardo Romero Hurtado,"Toluca, MX",2019-2019,2019,2019
10343576,"Adjustable cup holder for holding tall cups, bottles and the like",2019-07-09,1,"Amaya Pimentel,Carolina",Carolina Amaya Pimentel,"Mexico City, MX",2019-2019,2019,2019
10343576,"Adjustable cup holder for holding tall cups, bottles and the like",2019-07-09,1,"Rivas Franco,Alejandra",Alejandra Rivas Franco,"Mexico City, MX",2019-2019,2019,2019
10343576,"Adjustable cup holder for holding tall cups, bottles and the like",2019-07-09,3,"Vasquez Henao,Nathali",Nathali Vasquez Henao,"Fracc. Ciudad Olmeca, MX",2019-2019,2019,2019
10343576,"Adjustable cup holder for holding tall cups, bottles and the like",2019-07-09,1,"Ortega Rojo,Adriana Cecilia",Adriana Cecilia Ortega Rojo,"Fracc. Ciudad Olmeca, MX",2019-2019,2019,2019
10343614,Vehicle with integrated carrying rack,2019-07-09,4,"Cuevas Vega,Alfredo",Alfredo Cuevas Vega,"Santiago Tianguistenco, MX",2018-2020,2018,2020
10343614,Vehicle with integrated carrying rack,2019-07-09,2,"Hernandez,Hector",Hector Hernandez,"Lerma, MX",2019-2023,2019,2023
10343614,Vehicle with integrated carrying rack,2019-07-09,1,"Velazquez Lopez,Miguel Angel",Miguel Angel Velazquez Lopez,"Mexico City, MX",2019-2019,2019,2019
10343614,Vehicle with integrated carrying rack,2019-07-09,1,"Lugo Segura,Rafael",Rafael Lugo Segura,"Mexico City, MX",2019-2019,2019,2019
10344146,Silica masterbatch made with emulsion and solution rubber,2019-07-09,4,"Maldonado Valenzuela,Julian",Julian Maldonado Valenzuela,"Tampico, MX",2017-2021,2017,2021
10344146,Silica masterbatch made with emulsion and solution rubber,2019-07-09,4,"Scribner,Robert J",Robert J Scribner,"Hermann, US",1977-2021,1977,2021
10344146,Silica masterbatch made with emulsion and solution rubber,2019-07-09,27,"Hardiman,Christopher J",Christopher J Hardiman,"Farmington, US",1987-2023,1987,2023
10344146,Silica masterbatch made with emulsion and solution rubber,2019-07-09,22,"Fu,Xuan",Xuan Fu,"Sugar Land, US",2003-2021,2003,2021
10344236,Process of preparing fuel in water emulsions from oil refining residues,2019-07-09,1,"Ocampo Barrera,Rene",Rene Ocampo Barrera,"Villa de Cos, MX",2019-2019,2019,2019
10344236,Process of preparing fuel in water emulsions from oil refining residues,2019-07-09,1,"Ceballos Serena,Andres Alberto",Andres Alberto Ceballos Serena,"Villa de Cos, MX",2019-2019,2019,2019
10344236,Process of preparing fuel in water emulsions from oil refining residues,2019-07-09,1,"Espitia,Martha Garcia",Martha Garcia Espitia,"Villa de Cos, MX",2019-2019,2019,2019
10344506,Latch housing and method for isolating components in a latch housing,2019-07-09,4,"Hernandez,Roberto",Roberto Hernandez,"La Y Griega, MX",2005-2022,2005,2022
10344506,Latch housing and method for isolating components in a latch housing,2019-07-09,9,"Hernandez,Cecilia",Cecilia Hernandez,"La Y Griega, MX",2001-2019,2001,2019
10344518,Hood energy management apparatus for hood overslam protection and flush fit,2019-07-09,6,"Hickman Guevara,Alfonso",Alfonso Hickman Guevara,"Tlalnepantla, MX",2019-2021,2019,2021
10344518,Hood energy management apparatus for hood overslam protection and flush fit,2019-07-09,7,"Alvarez Ruiz,Raul Ezequiel",Raul Ezequiel Alvarez Ruiz,"Mexico City, MX",2017-2022,2017,2022
10345367,"Externally mountable fault indicator assemblies for electrical devices, systems incorporating same, and methods of using same",2019-07-09,2,"Rosales,Jorge Gonzalez de la Vega",Jorge Gonzalez de la Vega Rosales,"Cuernavaca, MX",2019-2021,2019,2021
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,1,"Xu Li,Owen",Owen Xu Li,"Mexico City, MX",2019-2019,2019,2019
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,2,"Mao,Serena",Serena Mao,"Fremont, US",2019-2019,2019,2019
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,1,"Hua,Michelle",Michelle Hua,"San Jose, US",2019-2019,2019,2019
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,1,"Zhang,David W",David W Zhang,"Mountain View, US",2019-2019,2019,2019
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,1,"Broch,Julie",Julie Broch,"Cupertino, US",2019-2019,2019,2019
10345758,Processor controlled energy harvester based on oscillating weight type energy collectors,2019-07-09,1,"Bryan,Kevin",Kevin Bryan,"Redwood City, US",2019-2019,2019,2019
10346253,Threshold based incremental flashcopy backup of a raid protected array,2019-07-09,112,"Dain,Joseph W",Joseph W Dain,"Vail, US",2010-2024,2010,2024
10346253,Threshold based incremental flashcopy backup of a raid protected array,2019-07-09,5,"Ugalde Amezcua,Renan J",Renan J Ugalde Amezcua,"Las Pintitas, MX",2017-2021,2017,2021
10346338,Use of physical blocks to develop microservices,2019-07-09,85,"Hwang,Jinho",Jinho Hwang,"Ossining, US",2016-2024,2016,2024
10346338,Use of physical blocks to develop microservices,2019-07-09,208,"Vukovic,Maja",Maja Vukovic,"New York, US",2012-2024,2012,2024
10346338,Use of physical blocks to develop microservices,2019-07-09,15,"Martinez Hernandez Magro,Agueda",Agueda Martinez Hernandez Magro,"Jalisco, MX",2015-2022,2015,2022
10346338,Use of physical blocks to develop microservices,2019-07-09,1066,"Hamilton, II,Rick A","Rick A Hamilton, II","Charlottesville, US",1999-2024,1999,2024
10347009,Self callbrating camera system,2019-07-09,3,"Patel,Kaushal",Kaushal Patel,"Jersey City, US",2015-2020,2015,2020
10347009,Self callbrating camera system,2019-07-09,4,"Terven,Juan Ramon",Juan Ramon Terven,"Querétaro, MX",2019-2022,2019,2022
10347009,Self callbrating camera system,2019-07-09,10,"Bates,Brian",Brian Bates,"New Orleans, US",2012-2022,2012,2022
10347009,Self callbrating camera system,2019-07-09,18,"Gu,Steve",Steve Gu,"San Jose, US",2016-2022,2016,2022
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,2,"Moncada Gonzalez,Hector Raul",Hector Raul Moncada Gonzalez,"Guadalajara, MX",2018-2019,2018,2019
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,35,"Cordourier Maruri,Hector",Hector Cordourier Maruri,"Guadalajara, MX",2016-2024,2016,2024
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,30,"Zamora Esquivel,Julio",Julio Zamora Esquivel,"Zapopan, MX",2018-2023,2018,2023
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,32,"Camacho Perez,Jose Rodrigo",Jose Rodrigo Camacho Perez,"Ixtlahuacán del Río, MX",2012-2024,2012,2024
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,31,"Lopez Meyer,Paulo",Paulo Lopez Meyer,"Tlaquepaque, MX",2018-2023,2018,2023
10348355,Techniques for gesture recognition using photoplethysmographic (PPMG) sensor and low-power wearable gesture recognition device using the same,2019-07-09,13,"Ibarra Von Borstel,Alejandro",Alejandro Ibarra Von Borstel,"Zapopan, MX",2016-2024,2016,2024
10348663,Integration of social interactions into media sharing,2019-07-09,55,"Harrington,Shaun E",Shaun E Harrington,"Sahuarita, US",2016-2023,2016,2023
10348663,Integration of social interactions into media sharing,2019-07-09,58,"Moore,Christopher B",Christopher B Moore,"Vail, US",2008-2023,2008,2023
10348663,Integration of social interactions into media sharing,2019-07-09,59,"McGregor,Harry R",Harry R McGregor,"Tucson, US",2016-2023,2016,2023
10348663,Integration of social interactions into media sharing,2019-07-09,53,"Barajas Gonzalez,Emmanuel",Emmanuel Barajas Gonzalez,"Guadalajara, MX",2016-2023,2016,2023
10349539,Vehicle electrical center and method of manufacturing same,2019-07-09,8,"Brandon,Christopher Alan",Christopher Alan Brandon,"El Paso, US",1991-2019,1991,2019
10349539,Vehicle electrical center and method of manufacturing same,2019-07-09,3,"Villanueva Ponce,Rodrigo",Rodrigo Villanueva Ponce,"Chihuahua, MX",2018-2021,2018,2021
10349539,Vehicle electrical center and method of manufacturing same,2019-07-09,4,"Reynoso Galvan,Naiki A",Naiki A Reynoso Galvan,"Chihuahua, MX",2018-2021,2018,2021
10349547,Quick release chassis cover,2019-07-09,8,"Ayala Vera,Julio Cesar",Julio Cesar Ayala Vera,"Apodaca, MX",2016-2023,2016,2023
