patent_number,patent_title,patent_date,inventor_city,inventor_country,inventor_first_name,inventor_first_seen_date,inventor_id,inventor_last_name,inventor_last_seen_date,inventor_lastknown_city,inventor_lastknown_country,inventor_sequence,inventor_state,inventor_state_fips,inventor_total_num_patents
11537940,Systems and methods for unsupervised anomaly detection using non-parametric tolerance intervals over a sliding window of t-digests,2022-12-27,Jalisco,MX,Dario,2022-12-27,fl:da_ln:bahenatapia-2,BahenaTapia,2022-12-27,Jalisco,MX,0,,,1
11538614,Flexible transformer system,2022-12-27,Latham,US,Ahmed,2001-05-29,fl:ah_ln:elasser-1,Elasser,2023-11-21,Niskayuna,US,3,NY,36,41
11538614,Flexible transformer system,2022-12-27,San Nicolás de los Garza,MX,Omar,2022-12-27,fl:om_ln:mendezzamora-1,Mendez-Zamora,2022-12-27,San Nicolás de los Garza,MX,1,,,1
11538614,Flexible transformer system,2022-12-27,Clifton Park,US,Jovan Z.,2005-11-08,fl:jo_ln:bebic-1,Bebic,2023-05-16,Clifton Park,US,4,NY,36,11
11538614,Flexible transformer system,2022-12-27,Ballston Spa,US,Ibrahima,2019-01-01,fl:ib_ln:ndiaye-1,Ndiaye,2024-03-19,Bobigny,FR,0,NY,36,6
11538614,Flexible transformer system,2022-12-27,Monterrey,MX,Enrique,2022-12-27,fl:en_ln:betancourtramirez-1,Betancourt-Ramirez,2022-12-27,Monterrey,MX,2,,,1
11538614,Flexible transformer system,2022-12-27,Niskayuna,US,Yazhou,2022-12-27,fl:ya_ln:jiang-12,Jiang,2022-12-27,Niskayuna,US,5,NY,36,1
11538614,Flexible transformer system,2022-12-27,Apodaca,MX,Jesus,2022-12-27,fl:je_ln:avilamontes-2,Avila-Montes,2022-12-27,Apodaca,MX,6,,,1
11539810,Data stream management,2022-12-27,Zapopan,MX,Paul,2018-07-03,fl:pa_ln:llamasvirgen-1,Llamas Virgen,2024-03-05,Zapopan,MX,2,,,16
11539810,Data stream management,2022-12-27,Boca Raton,US,Peeyush,1999-11-09,fl:pe_ln:jaiswal-1,Jaiswal,2023-12-26,Boca Raton,US,0,FL,12,183
11539810,Data stream management,2022-12-27,Boca Raton,US,Priyansh,2017-10-10,fl:pr_ln:jaiswal-4,Jaiswal,2023-12-26,Boca Raton,US,1,FL,12,31
11541370,"Chemical reactor with high speed rotary mixing, for catalytic thermal conversion of organic materials into diesel and other liquid fuels, and applications thereof",2023-01-03,Río Rico,MX,Marcelo,2021-03-23,fl:ma_ln:fernandez-38,Fernandez,2023-01-03,Río Rico,MX,0,,,5
11541812,Retention assembly for a windshield bracket,2023-01-03,Veracruz,MX,Mauro Rodriguez,2023-01-03,fl:ma_ln:rodriguez-3,Rodriguez,2023-01-03,Veracruz,MX,3,,,1
11541812,Retention assembly for a windshield bracket,2023-01-03,Naucalpan,MX,Layla Kimberly,2023-01-03,fl:la_ln:martinezrivero-1,Martinez Rivero,2023-01-03,Naucalpan,MX,1,,,1
11541812,Retention assembly for a windshield bracket,2023-01-03,Gustavo A. Madero,MX,Diego Sebastián,2023-01-03,fl:di_ln:garciahernandez-1,García Hernández,2023-01-03,Gustavo A. Madero,MX,4,,,1
11541812,Retention assembly for a windshield bracket,2023-01-03,Atizapán de Zaragoza,MX,Ligia,2023-01-03,fl:li_ln:olivaresespinosa-1,Olivares Espinosa,2023-01-03,Atizapán de Zaragoza,MX,2,,,1
11541812,Retention assembly for a windshield bracket,2023-01-03,Cuautitlán Izcalli,MX,Fabrizio,2019-02-19,fl:fa_ln:dublansanchez-1,Dublan Sanchez,2023-01-03,Cuautitlán Izcalli,MX,0,,,2
11541826,Bracket for a pillar assembly,2023-01-03,Coyoacán,MX,Luis Alberto,2017-11-28,fl:lu_ln:duranhernandez-1,Durán Hernández,2023-01-03,Coyoacán,MX,3,,,3
11541826,Bracket for a pillar assembly,2023-01-03,Windsor,CA,Alexandra Margaret,2022-09-06,fl:al_ln:rose-1,Rose,2023-01-03,Windsor,CA,1,ON,,2
11541826,Bracket for a pillar assembly,2023-01-03,Canton,US,Beatriz Arredondo,2022-09-06,fl:be_ln:dhruna-1,Dhruna,2023-01-03,Canton,US,0,MI,26,2
11541826,Bracket for a pillar assembly,2023-01-03,Warren,US,Amit,2018-09-25,fl:am_ln:chakravarty-1,Chakravarty,2023-01-03,Warren,US,2,MI,26,7
11541873,Systems and methods for monitoring degradation associated with mounts for torque-supplying devices,2023-01-03,Mexico City,MX,Kristian Ulyses,2023-01-03,fl:kr_ln:floresavina-1,Flores Aviña,2023-10-17,Anáhuac,MX,0,,,5
11541873,Systems and methods for monitoring degradation associated with mounts for torque-supplying devices,2023-01-03,Tlalnepantla,MX,Miguel Angel,2018-11-20,fl:mi_ln:leonguerrero-1,Leon Guerrero,2023-10-17,Tlalnepantla,MX,2,,,10
11541873,Systems and methods for monitoring degradation associated with mounts for torque-supplying devices,2023-01-03,La Concepción,MX,Luis Felipe,2020-02-18,fl:lu_ln:blasmartinez-1,Blas Martinez,2023-11-21,La Concepción,MX,1,,,9
11541873,Systems and methods for monitoring degradation associated with mounts for torque-supplying devices,2023-01-03,Toluca,MX,Enrique,2020-06-30,fl:en_ln:lopezhernandez-1,Lopez Hernandez,2023-09-26,Toluca,MX,3,,,6
11541935,Vehicle frame,2023-01-03,Toluca,MX,Andres Horacio,2023-01-03,fl:an_ln:gonzalezmendivil-1,Gonzalez Mendivil,2023-01-03,Toluca,MX,0,,,1
11541935,Vehicle frame,2023-01-03,Apodaca,MX,Mario Ricardo,2023-01-03,fl:ma_ln:gonzalezquezada-1,Gonzalez Quezada,2023-01-03,Apodaca,MX,1,,,1
11541935,Vehicle frame,2023-01-03,Río Rico,MX,Luis Miguel,2023-01-03,fl:lu_ln:contrerasmonrreal-1,Contreras Monrreal,2023-01-03,Río Rico,MX,2,,,1
11542355,Polar modifier systems for high vinyl block copolymerization,2023-01-03,Tampico,MX,Daniel Abraham,2021-01-26,fl:da_ln:elizarrarasmaya-1,Elizarrarás Maya,2023-01-03,Tampico,MX,0,,,2
11542355,Polar modifier systems for high vinyl block copolymerization,2023-01-03,Madrid,ES,Luis Antonio,2021-01-26,fl:lu_ln:rodriguezguadarrama-1,Rodríguez Guadarrama,2023-01-03,Madrid,ES,4,,,2
11542355,Polar modifier systems for high vinyl block copolymerization,2023-01-03,Altamira,MX,Sergio Alberto,2009-04-14,fl:se_ln:moctezumaespiricueto-2,Moctezuma Espiricueto,2023-01-03,Altamira,MX,3,,,6
11542355,Polar modifier systems for high vinyl block copolymerization,2023-01-03,Farmington,US,Christopher J.,1987-09-15,fl:ch_ln:hardiman-3,Hardiman,2023-01-03,Farmington,US,1,CT,09,27
11542355,Polar modifier systems for high vinyl block copolymerization,2023-01-03,Las Rozas,ES,Sergio,2015-03-24,fl:se_ln:coronagalvan-2,Corona Galván,2023-08-29,Madrid,ES,2,,,6
11542427,Corrosion inhibitor compositions and methods of use in acid stimulation operations,2023-01-03,Chapala,MX,Lucino,2023-01-03,fl:lu_ln:gonzalezrameno-1,González Rameño,2023-01-03,Chapala,MX,3,,,1
11542427,Corrosion inhibitor compositions and methods of use in acid stimulation operations,2023-01-03,Covina,US,Yongchun,2008-04-29,fl:yo_ln:tang-35,Tang,2023-01-03,Covina,US,2,CA,06,9
11542427,Corrosion inhibitor compositions and methods of use in acid stimulation operations,2023-01-03,Wakayama,JP,Mitsuru,1995-04-25,fl:mi_ln:uno-2,Uno,2023-01-03,Wakayama,JP,1,,,18
11542427,Corrosion inhibitor compositions and methods of use in acid stimulation operations,2023-01-03,Covina,US,Fei,2012-11-13,fl:fe_ln:meng-2,Meng,2023-04-25,Haidian District,CN,0,CA,06,15
11542458,Fabric conditioners,2023-01-03,Copoya,MX,Raul Arellano,2006-03-21,fl:ra_ln:maldonado-4,MALDONADO,2023-04-18,Mexico City,MX,1,,,4
11542458,Fabric conditioners,2023-01-03,Copoya,MX,Jose Javier,2017-08-15,fl:jo_ln:tovarpescador-1,Tovar Pescador,2023-05-09,Mexico City,MX,2,,,8
11542458,Fabric conditioners,2023-01-03,,MX,Israel Hernandez,2019-03-19,fl:is_ln:valdepena-1,Valdepena,2023-01-03,,MX,0,,,2
11542850,Composite exhaust isolators with reduced absorptivity,2023-01-03,Mexico City,MX,Victor,2019-02-05,fl:vi_ln:negretecortes-1,Negrete Cortes,2023-01-10,Mexico City,MX,3,,,3
11542850,Composite exhaust isolators with reduced absorptivity,2023-01-03,Tlalmanalco,MX,Alberto,2023-01-03,fl:al_ln:hernandezcruz-1,Hernandez Cruz,2023-01-03,Tlalmanalco,MX,2,,,1
11542850,Composite exhaust isolators with reduced absorptivity,2023-01-03,El Ojite,MX,Arturo Alberto,2020-07-14,fl:ar_ln:garciaramirez-1,Garcia Ramirez,2023-11-21,Mexico City,MX,0,,,6
11542850,Composite exhaust isolators with reduced absorptivity,2023-01-03,Texcoco,MX,Ricardo Daniel,2020-06-30,fl:ri_ln:sanchezlugo-1,Sanchez Lugo,2023-11-21,Texcoco,MX,1,,,7
11542850,Composite exhaust isolators with reduced absorptivity,2023-01-03,Dearborn,US,Cindy Sofia,2022-09-13,fl:ci_ln:barreramartinez-1,Barrera-Martinez,2023-11-28,Dearborn,US,4,MI,26,8
11543300,Dynamic temperature compensation of a thermostat for an evaporative cooler system,2023-01-03,Chihuahua,MX,Ever,2021-06-08,fl:ev_ln:hernandez-1,Hernandez,2023-02-14,Chihuahua,MX,2,,,3
11543300,Dynamic temperature compensation of a thermostat for an evaporative cooler system,2023-01-03,Chihuahua,MX,Ricardo,2010-04-06,fl:ri_ln:cano-2,Cano,2023-01-03,Chihuahua,MX,1,,,3
11543300,Dynamic temperature compensation of a thermostat for an evaporative cooler system,2023-01-03,Chihuahua,MX,Rafael,2023-01-03,fl:ra_ln:aguilar-4,Aguilar,2023-02-14,Rancho Enmedio (Estación Müller),MX,0,,,2
11543300,Dynamic temperature compensation of a thermostat for an evaporative cooler system,2023-01-03,Chihuahua,MX,Ricardo,1981-07-28,fl:ri_ln:gonzalez-16,Gonzalez,2023-01-03,Chihuahua,MX,3,,,15
11545143,Recognition or synthesis of human-uttered harmonic sounds,2023-01-03,Texcoco de Mora,MX,Boris,2015-09-29,fl:bo_ln:fridmanmintz-1,Fridman-Mintz,2023-01-03,Texcoco de Mora,MX,0,,,4
11546069,"Doubly selective channel emulator, stationary or non-stationary in time, with non-separable scattering function",2023-01-03,Chetumal,MX,Javier,2023-01-03,fl:ja_ln:vazquezcastillo-1,Vázquez Castillo,2023-01-03,Chetumal,MX,2,,,1
11546069,"Doubly selective channel emulator, stationary or non-stationary in time, with non-separable scattering function",2023-01-03,Zapopan,MX,Luis René,2021-09-21,fl:lu_ln:velagarcia-1,Vela García,2023-01-03,Zapopan,MX,0,,,2
11546069,"Doubly selective channel emulator, stationary or non-stationary in time, with non-separable scattering function",2023-01-03,Zapopan,MX,Ramón,2023-01-03,fl:ra_ln:parramichael-1,Parra Michael,2023-01-03,Zapopan,MX,1,,,1
11547068,Wireless irrigation control,2023-01-10,Vail,US,Brian Jeffrey,2001-07-24,fl:br_ln:mueller-16,Mueller,2023-01-10,Vail,US,4,AZ,04,15
11547068,Wireless irrigation control,2023-01-10,San Diego,US,Frank,1998-03-31,fl:fr_ln:torre-3,Torre,2023-01-10,San Diego,US,2,CA,06,4
11547068,Wireless irrigation control,2023-01-10,Sonora,US,Michael James,2015-09-29,fl:mi_ln:tennyson-1,Tennyson,2023-01-10,Sonora,US,0,CA,06,8
11547068,Wireless irrigation control,2023-01-10,Santee,US,Robert H.,2007-07-17,fl:ro_ln:jenkins-10,Jenkins,2023-01-10,Santee,US,3,CA,06,9
11547068,Wireless irrigation control,2023-01-10,Tijuana,MX,Angel,2018-07-17,fl:an_ln:reyesarchundia-1,Reyes Archundia,2023-01-10,Tijuana,MX,1,,,3
11547419,Surgical staple having two movable branches connected by a transverse connecting zone,2023-01-10,Mexico City,MX,Amilcar,2020-11-24,fl:am_ln:alzaga-1,Alzaga,2023-03-14,Nuremberg,DE,0,,,10
11547419,Surgical staple having two movable branches connected by a transverse connecting zone,2023-01-10,Pécs,HU,Peter,2019-08-13,fl:pe_ln:halvax-1,HALVAX,2023-01-10,Pécs,HU,1,,,3
11547419,Surgical staple having two movable branches connected by a transverse connecting zone,2023-01-10,Portland,US,Lee,1999-06-01,fl:le_ln:swanstrom-1,Swanstrom,2023-08-01,Portland,US,2,OR,41,18
11547419,Surgical staple having two movable branches connected by a transverse connecting zone,2023-01-10,Strasbourg,FR,Juan,1997-11-11,fl:ju_ln:hernandez-8,Hernandez,2023-01-10,Strasbourg,FR,3,,,16
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Nallely Patricia,2021-02-16,fl:na_ln:jimenezmancilla-1,JIMÉNEZ MANCILLA,2023-01-10,Estado de México,MX,5,,,2
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Myrna Alejandra,2021-02-16,fl:my_ln:lunagutierrez-1,LUNA GUTIÉRREZ,2023-01-10,Estado de México,MX,3,,,2
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Erika Patricia,2021-02-16,fl:er_ln:azorinvega-1,AZORÍN VEGA,2023-01-10,Estado de México,MX,4,,,2
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Guillermina,2021-02-16,fl:gu_ln:ferroflores-1,FERRO FLORES,2023-01-10,Estado de México,MX,0,,,2
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Clara Leticia,2021-02-16,fl:cl_ln:santoscuevas-1,SANTOS CUEVAS,2023-01-10,Estado de México,MX,2,,,2
11547767,99mTc-EDDA/HYNIC-iPSMA as a radiopharmaceutical for detecting the overexpression of prostate-specific membrane antigen,2023-01-10,Estado de México,MX,Blanca Elí,2021-02-16,fl:bl_ln:ocampogarcia-1,OCAMPO GARCÍA,2023-01-10,Estado de México,MX,1,,,2
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,Plymouth,US,Marcela,2021-04-27,fl:ma_ln:arana-2,Arana,2024-02-27,Plymouth,US,0,MI,26,6
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,Mukwonago,US,Mikolaj,2021-07-13,fl:mi_ln:tyksinski-1,Tyksinski,2024-02-27,Madison,US,5,WI,55,7
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,New Baltimore,US,Leonard Anthony,1999-03-02,fl:le_ln:shaner-1,Shaner,2023-12-26,New Baltimore,US,2,MI,26,59
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,Mexico City,MX,Diego Eduardo,2022-11-15,fl:di_ln:mendozahernandez-1,Mendoza Hernández,2023-01-10,Mexico City,MX,4,,,2
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,Canton,US,Greg,2008-10-07,fl:gr_ln:gombert-1,Gombert,2023-11-07,Canton,US,3,MI,26,10
11548361,Support structures for vehicle frame mounted battery packs,2023-01-10,Canton,US,Jeffrey A.,2010-11-09,fl:je_ln:walesch-1,Walesch,2024-02-27,Canton,US,1,MI,26,9
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,Tlalnepantla,MX,Miguel Angel,2018-11-20,fl:mi_ln:leonguerrero-1,Leon Guerrero,2023-10-17,Tlalnepantla,MX,4,,,10
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,Toluca,MX,Enrique,2020-06-30,fl:en_ln:lopezhernandez-1,Lopez Hernandez,2023-09-26,Toluca,MX,1,,,6
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,Anáhuac,MX,Kristian Ulyses,2023-01-03,fl:kr_ln:floresavina-1,Flores Aviña,2023-10-17,Anáhuac,MX,3,,,5
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,La Concepción,MX,Luis Felipe,2020-02-18,fl:lu_ln:blasmartinez-1,Blas Martinez,2023-11-21,La Concepción,MX,2,,,9
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,Alvaro Obregon,MX,Virginia,2018-11-20,fl:vi_ln:ortegaconde-1,Ortega Conde,2023-10-17,Alvaro Obregon,MX,5,,,4
11548381,Vehicle fuel-storage tank with anti-slosh elements,2023-01-10,Canton,US,Dhaval P.,2015-10-27,fl:dh_ln:vaishnav-2,Vaishnav,2023-09-26,Canton,US,0,MI,26,11
11548426,Handle assembly for a vehicle,2023-01-10,Cuautitlán Izcalli,MX,Kevin,2023-01-10,fl:ke_ln:zarraga-1,Zarraga,2023-01-10,Cuautitlán Izcalli,MX,0,,,1
11548426,Handle assembly for a vehicle,2023-01-10,Mexico City,MX,Victor,2019-02-05,fl:vi_ln:negretecortes-1,Negrete Cortes,2023-01-10,Mexico City,MX,1,,,3
11548426,Handle assembly for a vehicle,2023-01-10,Mexico City,MX,Karla Patricia,2023-01-10,fl:ka_ln:murguiarendon-1,Murguia Rendon,2023-01-10,Mexico City,MX,2,,,1
11548450,Electromagnetic joint for a vehicle,2023-01-10,Mexico City,MX,Israel,2023-01-10,fl:is_ln:corrilogarcia-1,Corrilo Garcia,2023-01-10,Mexico City,MX,1,,,1
11548450,Electromagnetic joint for a vehicle,2023-01-10,Canton,US,Murali Krishna,2022-03-29,fl:mu_ln:maddali-1,Maddali,2023-01-10,Canton,US,0,MI,26,2
11548465,One way hinge bracket for open frame vehicle side occupant restraint system,2023-01-10,Ypsilanti,US,Pamela,2018-07-10,fl:pa_ln:avendanoarenas-1,Avendano Arenas,2023-02-21,Ypsilanti,US,1,MI,26,5
11548465,One way hinge bracket for open frame vehicle side occupant restraint system,2023-01-10,Naucalpan,MX,Maria Fernanda,2017-02-07,fl:ma_ln:medinaluna-1,Medina Luna,2024-02-13,Naucalpan,MX,4,,,9
11548465,One way hinge bracket for open frame vehicle side occupant restraint system,2023-01-10,Brighton,US,Christopher Robert,1998-09-15,fl:ch_ln:tilli-1,Tilli,2023-09-19,Brighton,US,0,MI,26,8
11548465,One way hinge bracket for open frame vehicle side occupant restraint system,2023-01-10,Almont,US,Jay Douglas,1996-02-20,fl:ja_ln:blackson-1,Blackson,2023-01-10,Almont,US,2,MI,26,8
11548465,One way hinge bracket for open frame vehicle side occupant restraint system,2023-01-10,White Lake,US,Erik B.,2009-09-01,fl:er_ln:robins-1,Robins,2023-01-10,White Lake,US,3,MI,26,4
11548769,Chain link adapter,2023-01-10,Tecate,MX,Mario E.,2023-01-10,fl:ma_ln:hernandezortiz-1,Hernandez Ortiz,2023-01-10,Tecate,MX,0,,,1
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Zapopan,MX,Humberto Caballero,2023-01-10,fl:hu_ln:barragan-2,Barragan,2023-01-10,Zapopan,MX,5,,,1
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Zapopan,MX,Rodrigo,2010-03-09,fl:ro_ln:lopez-2,Lopez,2023-01-10,Zapopan,MX,4,,,11
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Tlaquepaque,MX,David,2018-04-24,fl:da_ln:gomezgutierrez-1,Gomez Gutierrez,2024-03-12,Jalisco,MX,0,,,31
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Portland,US,Dave,2012-05-01,fl:da_ln:cavalcanti-4,Cavalcanti,2024-02-27,Portland,US,2,OR,41,48
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Zapopan,MX,David Arditti,2019-08-13,fl:da_ln:ilitzky-1,Ilitzky,2023-10-03,Zapopan,MX,6,,,4
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Zapopan,MX,Linda Patricia,2021-09-21,fl:li_ln:osunaibarra-1,Osuna Ibarra,2023-10-03,Zapopan,MX,1,,,3
11551058,Wireless feedback control loops with neural networks to predict target system states,2023-01-10,Guadalajara,MX,Leobardo Campos,2020-10-13,fl:le_ln:macias-1,Macias,2023-01-10,Guadalajara,MX,3,,,3
11551342,Fixture for evaluating heads-up windshields,2023-01-10,García,MX,Anel Garza,2022-10-25,fl:an_ln:rivera-2,Rivera,2023-01-10,García,MX,2,,,2
11551342,Fixture for evaluating heads-up windshields,2023-01-10,Karlsruhe,DE,Felipe Guzman,2022-10-25,fl:fe_ln:botero-1,Botero,2023-01-10,Karlsruhe,DE,1,,,2
11551342,Fixture for evaluating heads-up windshields,2023-01-10,Greensboro,US,Andres Enrique Gudino,2023-01-10,fl:an_ln:gandra-1,Gandra,2023-01-10,Greensboro,US,0,NC,37,1
11553840,Electrode placement and treatment system and method of use thereof,2023-01-17,El Ojite,MX,Leopoldo,2023-01-17,fl:le_ln:cendejaszaragoza-1,Cendejas Zaragoza,2023-01-17,El Ojite,MX,1,,,1
11553840,Electrode placement and treatment system and method of use thereof,2023-01-17,Oak Park,US,Marvin A.,2014-07-22,fl:ma_ln:rossi-9,Rossi,2023-01-17,Oak Park,US,0,IL,17,4
11555126,Acidic biodegradable formulation and its use as a surface restorative agent,2023-01-17,Río Rico,MX,Gilberto,2023-01-17,fl:gi_ln:hinojosamunoz-1,Hinojosa Munoz,2023-01-17,Río Rico,MX,0,,,1
11556500,Session templates,2023-01-17,San Mateo,US,Kevin S.,2013-10-01,fl:ke_ln:neel-1,Neel,2024-03-19,San Mateo,US,1,CA,06,21
11556500,Session templates,2023-01-17,Redwood Shores,US,Ravi Shankar,2014-04-29,fl:ra_ln:thammaiah-1,Thammaiah,2024-02-27,Redwood City,US,4,CA,06,12
11556500,Session templates,2023-01-17,Redwood Shores,US,Carol L.,2005-05-10,fl:ca_ln:colrain-1,Colrain,2024-03-19,Redwood Shores,US,2,CA,06,42
11556500,Session templates,2023-01-17,Guadalajara,MX,Arturo Ismael,2023-01-17,fl:ar_ln:quinto-1,Quinto,2024-03-19,Guadalajara,MX,6,,,2
11556500,Session templates,2023-01-17,Orinda,US,Douglas,2011-05-03,fl:do_ln:surber-1,Surber,2023-04-25,Orinda,US,3,CA,06,30
11556500,Session templates,2023-01-17,Foster City,US,Jonathan,2013-05-07,fl:jo_ln:giloni-1,Giloni,2023-01-17,Foster City,US,0,CA,06,6
11556500,Session templates,2023-01-17,Merrick,US,Tong,1999-03-30,fl:to_ln:zhou-12,Zhou,2023-11-21,Longbeilingcun,CN,5,NY,36,169
11556500,Session templates,2023-01-17,San Mateo,US,Manoj,2023-01-17,fl:ma_ln:dhanapal-2,Dhanapal,2023-01-17,San Mateo,US,7,CA,06,1
11556870,System and method for validating a candidate recommendation model,2023-01-17,San Francisco,US,Simon,1990-09-04,fl:si_ln:chow-8,Chow,2023-08-15,San Francisco,US,1,CA,06,8
11556870,System and method for validating a candidate recommendation model,2023-01-17,Redwood City,US,Sonali Vijay,2010-09-07,fl:so_ln:inamdar-1,Inamdar,2023-08-15,Redwood City,US,0,CA,06,7
11556870,System and method for validating a candidate recommendation model,2023-01-17,Tlalnepantla,MX,Carolina Elizabeth,2023-01-17,fl:ca_ln:eliasarenas-1,Elias Arenas,2023-01-17,Tlalnepantla,MX,3,,,1
11556870,System and method for validating a candidate recommendation model,2023-01-17,Zapopan,MX,Carlos E.,2023-01-17,fl:ca_ln:hernandezrincon-1,Hernández-Rincón,2023-01-17,Zapopan,MX,2,,,1
11557849,Cover for motor vehicle alternators,2023-01-17,San Luis Potosí,MX,Juan Carlos,2023-01-17,fl:ju_ln:loyolasalazar-1,Loyola Salazar,2023-01-17,San Luis Potosí,MX,1,,,1
11557849,Cover for motor vehicle alternators,2023-01-17,San Luis Potosí,MX,Andrés,2023-01-17,fl:an_ln:montesgomez-1,Montes Gomez,2023-01-17,San Luis Potosí,MX,0,,,1
11557884,Fixture aligner,2023-01-17,Zapopan,MX,Jesus Ernesto,2019-10-01,fl:je_ln:ibarrahernandez-1,Ibarra Hernandez,2023-06-27,Zapopan,MX,1,,,4
11557884,Fixture aligner,2023-01-17,Hacienda Vieja del Castillo,MX,Oscar Eduardo,2019-10-01,fl:os_ln:florespantoja-1,Flores Pantoja,2023-06-27,Zapopan,MX,2,,,4
11557884,Fixture aligner,2023-01-17,Tlajomulco,MX,Sergio Alberto,2023-01-17,fl:se_ln:corderolozano-1,Cordero Lozano,2023-01-17,Tlajomulco,MX,0,,,1
11557904,Battery charging devices and systems,2023-01-17,Maddux Spring,US,William E.,1992-01-21,fl:wi_ln:spears-2,"Spears, Jr.",2023-01-17,Maddux Spring,US,6,AR,05,15
11557904,Battery charging devices and systems,2023-01-17,Monterrey,MX,Nancy I.,2018-06-05,fl:na_ln:guerragarcia-1,Guerra Garcia,2023-01-17,Monterrey,MX,8,,,2
11557904,Battery charging devices and systems,2023-01-17,Shorewood,US,James C.,1976-03-30,fl:ja_ln:douglass-8,Douglass,2023-01-17,Shorewood,US,3,WI,55,10
11557904,Battery charging devices and systems,2023-01-17,Milwaukee,US,Deborah G.,2018-06-05,fl:de_ln:spanic-1,Spanic,2023-01-17,Milwaukee,US,7,WI,55,2
11557904,Battery charging devices and systems,2023-01-17,Whitefish Bay,US,Christine M.,2018-06-05,fl:ch_ln:feuell-1,Feuell,2023-01-17,Whitefish Bay,US,0,WI,55,2
11557904,Battery charging devices and systems,2023-01-17,Grafton,US,Julia A.,2018-06-05,fl:ju_ln:mazur-1,Mazur,2023-01-17,Grafton,US,2,WI,55,2
11557904,Battery charging devices and systems,2023-01-17,Oak Creek,US,Rebecca M.,2018-06-05,fl:re_ln:conway-1,Conway,2023-01-17,Oak Creek,US,1,WI,55,2
11557904,Battery charging devices and systems,2023-01-17,Novi,US,Kurt R.,2018-06-05,fl:ku_ln:dickmann-1,Dickmann,2023-01-17,Novi,US,4,MI,26,2
11557904,Battery charging devices and systems,2023-01-17,Menomonee Falls,US,Feng,2004-03-09,fl:fe_ln:xue-18,Xue,2024-03-26,Redwood City,US,5,WI,55,94
11558256,Method and system for automatic configuration of a communications interface for a specialized data network of an aircraft,2023-01-17,Querétaro,MX,Víctor Mario,2021-10-26,fl:vi_ln:lealherrera-1,Leal Herrera,2024-01-09,Querétaro,MX,0,,,8
11558256,Method and system for automatic configuration of a communications interface for a specialized data network of an aircraft,2023-01-17,Caledonia,US,Joachim Karl Ulf,2013-11-12,fl:jo_ln:hochwarth-1,Hochwarth,2024-01-09,Caledonia,US,1,MI,26,23
11558256,Method and system for automatic configuration of a communications interface for a specialized data network of an aircraft,2023-01-17,Sunnyvale,US,Jason Chung-Jo,2023-01-17,fl:ja_ln:ling-4,Ling,2023-01-17,Sunnyvale,US,2,CA,06,1
11558972,Electrical center cover with machine-readable indicator confirmation of lock engagement,2023-01-17,Farmington Hills,US,Eric J.,1997-01-28,fl:er_ln:stern-4,Stern,2023-01-17,Farmington Hills,US,1,MI,26,18
11558972,Electrical center cover with machine-readable indicator confirmation of lock engagement,2023-01-17,Ciudad Juárez,MX,Itzel Alejandra Hinojos,2023-01-17,fl:it_ln:salayandia-1,Salayandia,2023-01-17,Ciudad Juárez,MX,0,,,1
11558972,Electrical center cover with machine-readable indicator confirmation of lock engagement,2023-01-17,Auburn Hills,US,Daniel S.,2006-04-11,fl:da_ln:eichorn-2,Eichorn,2023-01-17,Auburn Hills,US,3,MI,26,8
11558972,Electrical center cover with machine-readable indicator confirmation of lock engagement,2023-01-17,Ciudad Juárez,MX,Roberto Carlos,2023-01-17,fl:ro_ln:chacon-1,Chacon,2023-01-17,Ciudad Juárez,MX,5,,,1
